[2025-02-05 14:37:39,514] 160 numexpr.utils - INFO-NumExpr defaulting to 8 threads.
[2025-02-05 14:37:42,365] 97 werkzeug - WARNING- * Debugger is active!
[2025-02-05 14:37:42,365] 97 werkzeug - INFO- * Debugger PIN: 130-876-374
[2025-02-05 14:37:50,565] 65 root - INFO-Bhai data ingestion wala module shuru hone jaaraha hai
[2025-02-05 14:37:50,565] 48 root - INFO-Mongo danav se data cheene ki taiyaari hai
[2025-02-05 14:37:58,314] 97 werkzeug - INFO-127.0.0.1 - - [05/Feb/2025 14:37:58] "GET /predict HTTP/1.1" 200 -
[2025-02-05 14:37:58,656] 52 root - INFO-Sarkar mongo danav har gya,hum jjjjjjjjeeeeeeeeeeeeeeet gaye
[2025-02-05 14:37:58,786] 97 werkzeug - INFO-127.0.0.1 - - [05/Feb/2025 14:37:58] "[33mGET /script.js HTTP/1.1[0m" 404 -
[2025-02-05 14:37:58,819] 60 root - INFO-Data ko csv mein convert kar diya,rajya hamara hua
[2025-02-05 14:37:58,820] 68 root - INFO-got the data from mongodb
[2025-02-05 14:37:58,820] 69 root - INFO-exited initiate_data_ingestion methods of data ingestion class
[2025-02-05 14:37:58,820] 43 root - INFO-bhai data tranformation wala module shuru hone wala hai apni seta ki peti band lo
[2025-02-05 14:37:58,907] 97 werkzeug - INFO-127.0.0.1 - - [05/Feb/2025 14:37:58] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
[2025-02-05 14:37:59,273] 51 root - INFO-Entered the save_object method of MainUtils class
[2025-02-05 14:37:59,276] 59 root - INFO-Exited the save_object method of MainUtils class
[2025-02-05 14:37:59,281] 81 root - INFO-bhai model traning mein initiate wale function ke andar hai
[2025-02-05 14:38:02,600] 97 werkzeug - INFO-127.0.0.1 - - [05/Feb/2025 14:38:02] "GET / HTTP/1.1" 200 -
[2025-02-05 14:38:08,697] 65 root - INFO-Bhai data ingestion wala module shuru hone jaaraha hai
[2025-02-05 14:38:08,697] 48 root - INFO-Mongo danav se data cheene ki taiyaari hai
[2025-02-05 14:38:09,445] 94 root - INFO-best found model on both training and testing dataset
[2025-02-05 14:38:09,445] 95 root - INFO-saving model at path:artifacts\model.pkl
[2025-02-05 14:38:09,445] 51 root - INFO-Entered the save_object method of MainUtils class
[2025-02-05 14:38:09,461] 59 root - INFO-Exited the save_object method of MainUtils class
[2025-02-05 14:38:09,461] 97 werkzeug - INFO-127.0.0.1 - - [05/Feb/2025 14:38:09] "GET /train HTTP/1.1" 200 -
[2025-02-05 14:38:23,003] 52 root - INFO-Sarkar mongo danav har gya,hum jjjjjjjjeeeeeeeeeeeeeeet gaye
[2025-02-05 14:38:23,132] 60 root - INFO-Data ko csv mein convert kar diya,rajya hamara hua
[2025-02-05 14:38:23,132] 68 root - INFO-got the data from mongodb
[2025-02-05 14:38:23,132] 69 root - INFO-exited initiate_data_ingestion methods of data ingestion class
[2025-02-05 14:38:23,132] 43 root - INFO-bhai data tranformation wala module shuru hone wala hai apni seta ki peti band lo
[2025-02-05 14:38:23,448] 51 root - INFO-Entered the save_object method of MainUtils class
[2025-02-05 14:38:23,448] 59 root - INFO-Exited the save_object method of MainUtils class
[2025-02-05 14:38:23,448] 81 root - INFO-bhai model traning mein initiate wale function ke andar hai
[2025-02-05 14:39:17,140] 94 root - INFO-best found model on both training and testing dataset
[2025-02-05 14:39:17,140] 95 root - INFO-saving model at path:artifacts\model.pkl
[2025-02-05 14:39:17,140] 51 root - INFO-Entered the save_object method of MainUtils class
[2025-02-05 14:39:17,149] 59 root - INFO-Exited the save_object method of MainUtils class
[2025-02-05 14:39:17,149] 97 werkzeug - INFO-127.0.0.1 - - [05/Feb/2025 14:39:17] "GET /train HTTP/1.1" 200 -
[2025-02-05 14:39:39,053] 97 werkzeug - INFO-127.0.0.1 - - [05/Feb/2025 14:39:39] "GET /predict HTTP/1.1" 200 -
[2025-02-05 14:39:39,406] 97 werkzeug - INFO-127.0.0.1 - - [05/Feb/2025 14:39:39] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
[2025-02-05 14:39:39,422] 97 werkzeug - INFO-127.0.0.1 - - [05/Feb/2025 14:39:39] "[33mGET /script.js HTTP/1.1[0m" 404 -
[2025-02-05 14:39:47,487] 97 werkzeug - INFO-127.0.0.1 - - [05/Feb/2025 14:39:47] "[35m[1mPOST /predict HTTP/1.1[0m" 500 -
[2025-02-05 14:39:47,527] 97 werkzeug - INFO-127.0.0.1 - - [05/Feb/2025 14:39:47] "[36mGET /predict?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1[0m" 304 -
[2025-02-05 14:39:47,828] 97 werkzeug - INFO-127.0.0.1 - - [05/Feb/2025 14:39:47] "[36mGET /predict?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1[0m" 304 -
[2025-02-05 14:39:48,244] 97 werkzeug - INFO-127.0.0.1 - - [05/Feb/2025 14:39:48] "[36mGET /predict?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
[2025-02-05 14:39:48,500] 97 werkzeug - INFO-127.0.0.1 - - [05/Feb/2025 14:39:48] "[36mGET /predict?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
